category,cleaned_review_body
Positive,far really happy clean app really easy access never heard found via saving expert clever know would recommend giving try future uncertain went month fix felt decent rate appears reputable company
Positive,good rate easy access recommended
Positive,one year saving account previously got money back interest app great quick friendly invested
Positive,never heard atom recently far pleased easy set manage app lot bank poor apps whic frustrating overall good app whole process work really well hopefully apply come withdrawing
Positive,recommended mse martin lewis good enough easy use website even kept well informed checked review sounded good decided invest
Positive,found whole experience setting account via app straightforward
Positive,saving account really easy open good rate interest well
Positive,straight forward app good interest rate invested fixed saver month back week ago opened another fixed saver easy use not wait interest return fixed saver mature face recognition good would definitely recommend
Positive,easy set account need send paperwork prove areios app easy set use
Positive,easy register open two account took easy fast minute deposit money account good interest rate interest payment wanted wanted invest home mortgage small business rather big fund financial app simple direct fuss far good communication
Positive,great interest time writing easy access online account simple set absolute brainer put money accrues interest
Positive,instant saving fixed saving account opened ease husband great rate easy access straightforward operate really happy atom
Positive,simple speedy process open account atom problem stage competitive interest rate
Positive,extremely easy process open account start saving great interest rate fast transfer well not recommend enough love atom banking great internet banking
Positive,love app ease use speedy transfer
Positive,really easy onboarding process excellent rate app great
Positive,excellent easy open easy use excellent rate
Positive,simple open account quick easy transfer fund account
Positive,super easy straightforward set felt secure app great easy use
Positive,easy open monitor excellent interest
Positive,best rate fixed saving account super simple open online transfer money would definitely recommend
Positive,easy set new account transfer fund downloaded app see fund straight away
Positive,easiest process ever gone opening bank account literally ready everything intuitive easy follow app simple use
Positive,easy open original bond continued two bond also present circumstance really good able open month bond take advantage interest rate rise
Positive,easy process open account good communication step
Positive,simple way make top class rate saving
Positive,account easy set app also straightforward use inpayments credited account within minute
Positive,easy set new saving bond atom one past remember face recognition process difficult first set account year ago hope better overall way save
Positive,signed atom bank really easy setup great app easy navigate simple understand best fixed rate bond market pay monthly interest notification transfer instant unlike aegon tried took opened account wife ensure full fscs cover saving far would recommend
Positive,great bank save easy process customer service staff helpful
Positive,whilst app easy set voice face recognition security feature also simple set
Positive,atom account really easy apply use everything phone interest rate competitive transaction quick indeed pleasure use
Positive,opening account easy transfer process
Positive,easy apply online using iphone easily accessible personal information
Positive,straightforward website efficient handling opening account
Positive,excellent security measure clear straightforward instruction set good interest rate
Positive,total line service really work simple must assume secure open account easy clear unambiguous interest rate good compared main bank building society pay th nothing
Positive,account easy set clear easy interest rate year fixed
Positive,found atom bank efficient trustworthy always available need contact reason interest rate offer also competitive hesitation recommending
Positive,first heard atom bank one martin lewis show background check seemed fine guarantee government felt safe found app user friendly bonus opened account two month ago far good
Positive,easy open account simple use app
Positive,easy set use good saving rate
Positive,easy use clear understandable limit fuss set decent rate
Positive,efficient clear user friendly
Positive,read easy set really competitive interest rate
Positive,ease opening saving account
Positive,found atom bank safe easy pleasurable experience whenever used app confidence security like simple use platform lack also enjoy fact offer best saving rate market
Positive,easy use app money show immediately
Positive,pretty simple open account far good not encountered problem moment
Positive,attractive rate clear flexible saving plan
Positive,competitive rate fast easy open account prompt service notification status account immediate not yet made withdrawls not imagine le efficiency fast nonsense
Positive,far good really fast simple set account app easy use also finally decent credit interest rate
Positive,easy drama
Positive,good selection saving account competitive rate like not open new current account let one already monthly yearly interest payment good long term goal regular income required
Positive,overall problem although would recommend atom bank accepting chap bank transfer not possible longer open window service account bank account allow daily deposit
Positive,easy operate app competitive interest rate
Positive,app excellent seem best investment easy information
Positive,easy app use bank say label
Positive,relatively new concept banking app extremely easy use market leading saving rate difficulty opening account felt reassured security measure place course covered fscs never put egg one basket look like good home
Positive,easy understand use also interest rate top
Positive,easy open account transfer fund app straightforward like layout find everything need little nerve wracking fund appear new account transfer swiftly
Positive,recently opened fixed saver instant saver account app easy navigate complaint one market leading rate fixed instant saver thank atom
Positive,easy open competitive rate
Positive,process easy problem setting account app simple easy navigate
Positive,easy open account easy follow web site
Positive,received answer question immediately
Positive,easy set account good guidance advice best saving rate real brainer
Positive,simple app based process not like
Positive,easy set account hassle
Positive,easy set account liked security go account also quick atom notifies transfer account
Positive,simple set transfer fund
Positive,easy use app straight forward explanation product extremely competitive saving rate
Positive,simple create account good rate interest
Positive,atom bank app really friendly easy use everything work smoothly opened saving account quickly problem using app easily keep track everything account interest rate great
Neutral,able set account worry inability produce paper record not see way download statement transaction history example not know use account fund buy house example also executor know paper record often vital since access account deceased person
Positive,simple sign process using facial recognition seems work opened flexible saving account fixed rate month account seem easy administer app
Positive,straightforward easy access account app
Positive,opened account app excellent use chat app excellent time tell slick feature turn good
Positive,quick simple open account offer competitive rate interest app easy use quick easy withdraw money end term happy
Positive,easy use hassle free everything work perfect problem set thing thank
Negative,transunion identity check atom hoplessly date data inability identify applicant contributing poor atom review truspilot including one not often driven write review atom need stop putting head sand want lock money rainy day fixed term saving account chose atom following reason provider offering better fixed term saving including shawbrook secure trust bank also get decent review trustpilot always look poor review however good overall score two fail dismally customer main poor review atom based inability verify id people looking open account see reply review handled transunion data seems hopelessly limited inadequate wife lived property year time mortgage bank account credit card job etc yet still transunion not wife atom say nothing message people take money elsewhere continue waste potential customer time build poor review get stock reply along line sorry not tell hope try future well not bank reply thanks reply atom bank see little point contacting sympathise situation change thing invested elsewhere additional interest available atom bank not worth time stress involved trying set account eaten day lost potentially trying verify anyway like others said not difficult give money
Positive,extremely easy set account choosing deposit money touch face option think
Positive,amazing customer service allowing extra day open account really friendly customer service helpful new customer shocked bank could helpful happy joined
Positive,easy simple straightforward banking app
Positive,easy set monitor
Positive,new customer easy site good security good far
Positive,wife opened account problem interest rate competitive decided would also like open account tried several occasion phone tablet register account unsuccessful setting facial recognition phone tablet android device hoping someone help
Negative,bank internal process bureaucracy staff wear like straight jacket mortgage last year outstanding credit record payment profile needed redeem mortgage fixed rate come end fund redeem transferred bank account another finance company lawyer sent completion statement prove source fund asked bank statement proof beginning month statement available sent screen dump account said not good enough not show name address rub account sent money account atom bank taking mortgage payment know account still insisted need name address statement utter rubbish know account not realise take minute get take around minute get bank spent many hour trying pay money account know proof money came completion statement another example moronic computer say culture institution created make rule margin anybody use common sense help honest customer simply pay mortgage
Positive,better interest rate others easy obtain account
Negative,process saving account app failed validate address despite correct address came confirmed contacted customer service told way signing via confirmed address phone address lived app still not final touch requested remove personal data given system not marketed written back say not remove data year regulatory requirement account not opened saving account another bank minute later depositing sum not going near atom bank future offshoot experience
Neutral,opened account via app good partner want also open account one device not find way app automatically come access atom customer service resolve
Positive,excellent rate interest easy app use
Positive,quick easy account opening procedure app deposit showed account within minute need wait interest accrue
Positive,easy use great app
Positive,easy use app quick log friendly simple message atom good rate interest
Positive,really easy setup account app mountain paperwork good rate offered saving
Positive,good limited product still isa much prefer bank app disappointing forced deal old fashioned bank need
Positive,really easy set saving account seems latest security feature necessary simple pay withdraw
Negative,tried open account app kept coming error address validation recently moved called customer service said utility bill got email back said address validation quote afraid unable look exact reason not get past stage application automated process not verification manually not create account not bothered finding fine take money transunion proper address detail response given nonsense total buck passing
Positive,easy manage app impressive security feature easy
Positive,account creation super fast got account instantly far good
Positive,bit nervous opening account online bank never used previously process actually simple security measure reassuring well customer service team based helpful available answer question rate offered good would recommend service atom
Positive,atom website easy navigate simple set investment unlike bank probably biggest plus question got quickly real person online chat dealt query promptly efficiently
Positive,easy website experience
Positive,easy set pay higher initial amount interest paid monthly problem using app much better offer paying higher interest rate limited making monthly payment account get higher rate first month deposit
Positive,simple set link bank account stash cash atom proactive around communication quick amend rate could better maybe option allow customer transfer money flexible saving fixed rate account directly instead via another account
Positive,great interest rate saving easy set use support team responded quickly thoroughly answered question contacted via chat facility
Positive,atom bank recommended mse competitive rate took set account deposit money web site easy navigate round hassle free experience
Positive,simple process clear fast everything need
Positive,easy set saving account clear instruction
Positive,easy use quick
Positive,straight forward set account app transfer fund
Positive,took minute open instant access saving account using app could not easier use transfer instant connected account customer service helpful long hold great interest rate would highly recommended atom someone want straightforward bank
Positive,good app nice feature user friendly support
Positive,really easy process open account app simple use information clear straight forward high level security hesitation recommending atom
Positive,quick set saving account online app good
Positive,applied line account set minute easy good interest rate account simple use app
Positive,easy account set would recommend
Positive,setting account straight level security clear account work move money interest rate
Positive,simple straightforward great interest rate
Positive,easy set fixed bond account
Positive,recommendation martin lewis website gave recommendation saving atom far happy atom bank simple online layout supportive guidance give confidence leaving hard earnt monies incur good interest numerous different term choice
Positive,extremely quick application process ready app look clean uncluttered easy navigate
Positive,easy set account good straight forward website
Positive,excellent bank good service
Positive,really easy set get account open really fresh approach saving far
Positive,impressed opened fixed term account account opening procedure easy follow help necessary also impressed company website
Positive,easy open account given plenty information product available
Positive,opened month saver account easy access account found everything went smoothly app easy use happy interest rate compared current account
Negative,application open fixed saving account rejected asked atom unable help bit miffed wanted deposit money not borrow money
Positive,like not techie never technical problem niggles bit slow statement never able figure way renewing fixed term account money come back annoyingly want fixed term account not transfer money directly instant pull money right atom put back grrrr
Positive,interest rate offered competitive app work well opening account straightforward
Positive,easy set account atom like security set face voice passcode interest rate competitive also get frequent update text email short impressed atom thing
Positive,easy set use good rate interest
Positive,started use atom moment star awarded simplicity app ease transferring account
Positive,setup instant fixed rate saver account minute using app simple easy follow
Positive,straight forward guidance setting new account also clear definition product interest done atom bank
Positive,find atom efficient effective reliable company deal also competitive rate making easy deal
Positive,easy establish online saving account period fixed rate reasonable
Positive,easy use app good customer service great rate
Positive,easy open account could not believe easy current account would move whole lot
Positive,easy question answered watching martin lewis moved interest rate better bank account
Positive,easy create account helpful guide select best product
Positive,easy start helpful staff great interest rate recommended martin lewis
Positive,first interest rate attractive ease able open account transfer monies
Positive,app easy use account set incredibly simple saving rate good month longer
Positive,wanted open short term saving account atom best rate account extremely easy open via app security good password face voice app straightforward navigate highly recommended
Positive,found review good found website good easy use
Positive,informative put right track great help many thanks
Negative,many reviewer complained atom poor identity check performance atom say use transunion identity check not read transunion review trustpilot almost universally atrocious
Positive,atom year easy via app would recommend atom bank
Positive,easy process app simple use
Positive,atom bank best banking application experience ever incredibly simple super fast app wrks like treat fund arrive show app really tried recently would suggest atom anyone first port call
Positive,great new rate fixed month app clear overall good
Positive,using atom bank year impressed interest rate ease using app also opened month saver account issue face useless sign pas code reported atom bank
Positive,always give decent interest rate used many time
Positive,easy use app easy open navigate great interest rate
Positive,impressed easy set use competitive interest rate short amount time needed
Negative,partner looking set saving account atom got approved partner got rejected higher credit score reached customer support told not anything situation using external scoring provider well maybe want start sorting provider god forbid insert extra layer process could override external input clearly not make sense
Positive,account easy open great interest rate
Positive,broadly fine easy sign face nowhere near good native iphone version quite redundant iphone user causing perfectly serviceable account
Positive,easy set excellent interest rate instant access account
Positive,set saving account day went perfectly without hitch deposit showing soon authorising
Positive,quick online service clear documentation
Positive,opening account atom via app one simplest thing ever done
Positive,opening account easy linked security detail previous account
Positive,easy open account good rate
Positive,found easy open account line difficulty trying take image security set otherwise far good
Positive,simple secure compared online account biometric security method need wait letter passcode infinite number security question forget answer six month line plus great interest rate
Positive,opening account transferring money old saving account paid appalling rate interest quick easy app easy use informative good experience would recommend anyone
Positive,really easy open account transfer fund needed speak someone used chat sorted immediately great app
Positive,excellent rate interest easy set account pleased
Positive,recently opened saving atom wanted saving earn higher interest not tied long time uncertainty bank could find offered fixed period month opening easy line site simple follow took time bank confirmed transfer fund promptly impressed
Positive,account easy setup administer offering different investment timespans suit need
Positive,easy open account choice security way accessing money non fuss experience
Positive,researched best value investment atom suited need also recommended martin lewis
Positive,easy use website open account
Positive,opened number atom account experience always Positive recent account easy open instruction language used clear interest rate also excellent
Positive,easy use app straightforward unlike company
Positive,simple setup easy transfer access fund would recommend
Positive,atom saving plan really easy set app clearly show going play app simple easy use fantastic customer experience
Positive,easy use app information add money account excellent great investor
Positive,straightforward new saving account complete matter use access app big plus
Positive,brilliant easy use last night keep good work
Positive,easy open new account set quick effortless transfer money
Positive,opened couple week ago simple use activate recommended
Positive,saw atom martin lewis money saving show decided invest month set information access process easy effective really happy everything overall thankyou
Positive,quick easy straight forward open account several past always helpful need speak someone phone
Positive,straightforward app easy use secure customer service good
Positive,app easy use opened saver account far not problem
Positive,really easy open good interest rate great banking app thst check saving well done atom
Positive,quick easy sign put money start saving
Positive,fixed saving atom give week put money helpful easy phone quickly answered call full investment atom recommend highly
Positive,far nothing Positive thing say recently opened account look forward seeing atom time go opening account quick easy app high level security reassuring good communication
Positive,used atom number year super easy use offer blend offer competitive app allows manage affair term process opening account quick withdrawal fund fast
Positive,atom excellent bank app tjats super easy use interest rate always attractive
Positive,opening account atom easy using app rate competitive app make money management simple
Positive,could not simpler set account transfer fund atom account not paying best saving rate market whole process simple would highly recommend
Positive,easy set manage via app also encouraged security system place way regular bank not passing saving rate scandal loss atom gain thanks martin lewis highlighting
Positive,account easy set represents great value current market
Positive,simple open account transfer money app great easy use
Positive,account opened ease simple change setting rather straight forward saving account
Positive,simple easy use financial service intuitive
Positive,quick easy fuss process mobile app good user friendly far good experience
Positive,easy set good interface problem limit time get deposit deadline would appreciated day not
Positive,quick painless open account
Neutral,easy open account app first time hopefully everything well atom bank
Positive,speedy process
Positive,simple set account simple use
Positive,excellent bank easy open account app really handy use would highly recommend atom bank
Positive,easy deal worry simple process
Positive,simple set use app feel clean easy use
Positive,easy set great rate present
Positive,easy use app competitive rate interest
Positive,quick customer service response free online process setting new account
Positive,quick easy set waiting post get going card needed simple
Negative,rubbish unable sign information every bank accepts
Negative,spent hour trying get wife verified luck manual fix ready deposit large amount money forced look elsewhere extremely frustrating eventually thought not flexible try help open account probably better since opened account investic passed verification problem also fiund excellent credit report transunion idea atom application failed think need application process alienates customer
Positive,easy open competitive rate not like
Negative,appreciate minority pain try deal impossible open account not verify address via whichever credit reference agency choose use not accept anything else help alternative explanation offered via live chat constantly timed ever got anywhere frustrating app deleted opened account elsewhere
Negative,seems common issue atom not verify using party provider perhaps use different provider option manually upload trying deposit money not apply loan plenty alternative saving product atom loss
Positive,easy interest rate good
Positive,easy straight forward open operate
Positive,atom app super transaction carried effortlessly swiftly general product information easily accessed account easy open manage not heard atom year ago invested two year bond everything worked smoothly throughout bond maturity atom come highly recommended
Positive,easy set easy understand easy use
Positive,simple process using online app question answered promptly dealt clearly
Positive,simple hassle free online application completed minute good app customer friendly
Positive,easy open use
Positive,although took little set process easy straight forward security process robust
Positive,regarding saving atom bank tick box easy use able contact directly quickly query
Positive,easy set upsame day withdrawal transfersuser friendly app
Positive,easy set good saving rate
Positive,family saved atom since completely satisfied total online bank also delighted join interest rate also good also simple set access
Positive,application process straightforward easy understand backed expected financial information documentation app clear uncomplicated
Positive,extremely easy set done transfer money quick simple assume take money interest rate instant access account good
Positive,contacted bank update regarding raising saving interest not happening decided move saving atom opened three separate account spread interest easy app earning money saving not beneficial loyal
Positive,easy setupthe app quite intuitive user friendly application process setting account quick easy transferrring fund quite simple quick well
Positive,soooo easy simple app convenient use easy set account access money importantly consistently offered competitive interest rate year used saving highly recommended
Positive,excellent rate interest saving
Positive,account easy set interest rate great instant saver bank giving atom account give
Positive,simple use app straightforward moving money
Neutral,found account straight forward set interest rate offered fair competitive moment app easy time wanted set another account wife automatic verification process could not verify unable point would expect option manually upload document whatever proof require however appeared option simply got message unable open account disappointing automatic verification fails appears way communicate atom complete result wife chose another provider within hour atom lost customer account set easy app seems fine would appear atom great not others
Positive,easy set use transfer went immediately not fault far
Positive,impressed app easy everything sort
Positive,easy navigate app open account transfer money impressed security measure taken opening account would recommend atom bank
Positive,easy application process easy app competitive saving rate
Positive,selected month fixed rate saver app simple use guide step way easy set security came transferring money instantly visible account access message online statement also easy overall impressed opening another type account soon
Positive,simple easy navigate read applying
Positive,easy open manage excellent rate safe
Positive,really easy painless process open account
Positive,atom highly recommended family member checking brainer deposited several saving account leave money alone gain good interest straight forward navigate around site looking forward many year business
Positive,really great customer service superb app
Positive,simple process set open deposit new account offer great fixed rate
Positive,easy use app good rate interest
Positive,simple set get started amazzing well impressed
Positive,first thing day bank england increased interest rate atom messaged advise already increased rate instant saver bank take lot longer introduced two fixed rate saver month term good not want tie money longer app user friendly
Positive,best rate market easy open new account great communication gave confidence organisation
Positive,simple hassle free pressure anyone sign decision entirely gladly recommend atom bank prospective customer competitive rate
Positive,easy open excellent saving rate website nicely laid
Positive,easy website work around prompt response regarding issue would definitely recommend
Positive,easy set use great rate
Negative,impossible get sort account opened age born worked paid tax life bank not verify identity bank opened account last two month trouble regard come atom get act together
Positive,easy set new saving account impressed app communication atom
Positive,different login method password face voice use atom saving interest rate easy access saving close best available lower short term fixed rate one best around couple easy use fast payout fund preferred account got best place manage saving
Positive,application process beginning end excellent kept well informed throughout app slick intuitive would recommend atom anyone
Positive,slick boarding could clarified first transfer must psx
Positive,easiest personalised online account
Positive,good interst rate easy open reminder email let know many day left window crediting account closed
Positive,easy work hitch opening account
Positive,set new atom instant saver minute easy transfer money matter second good interest rate keep excellent work atom
Positive,new account opened easy open good communication
Positive,great rate interest user friendly app peace mind
Negative,not transfer within atom poor communication within app difficult contact phone
Positive,simple user friendly app easy instant transfer hassle money safe
Positive,cracking app easy use competitive interest rate easy open new account transfer fund happy choice
Positive,benefit atom banking need another bank account send receive money place money go bank account staff wonderful
Positive,love atom bank quirkiness app little thing like hang counting money imagine someone somewhere counting note rare occasion called staff really helpful opening new account simple everything clear
Positive,atom app make depositing saving used atom past rate started saving
Positive,simplicity several saving account day retired bank simplest straightforward app great issue credit excellent unlike others experienced visitation branch office would recommend atom competitive rate feeling invested saving
Positive,easy enough open security seems good easy set good rate choice monthly yearly interest tick box secure fsa protection
Positive,easiest bank open account
Positive,recently opened fixed saving account atom could got slightly better interest rate couple bank decided open account atom already easy access account find dealing bank excellent app easy use logging not complicated like bank not get load email either get one per month let know statement app laid simple get access anything easily looking frill easy use bank try customer couple year happy customer
Positive,easy use app great use voice mean log straightforward mean opening account transferring fund account
Positive,really simple open account app based application excellent easy move fund almost immediately would recommend without hesitation
Positive,really easy use good interest rate plenty product choose
Positive,opened atom account competitive instant access fixed saver rate atom instant access rate time rate main high street bank account easy transfer cash face little temperamental device not upright lighting not right etc method accessing account including passcode voice reassuring atom founded anthony thomson mark mullen great track record industry account protected fscs cash safe regulated bank
Positive,best online service quick simple
Positive,straightforward easy use app
Positive,bank perfect done via easy use secure app multiple method security forget method use alternate method access account
Positive,easy open account offered good rate interest
Positive,easy download app register product clear understand straight forward instruction product good rate account pleased information investment interest payment
Positive,easy use set great rate interest
Positive,easy use online account quick update satisfied
Positive,easy apply speak human question quickly
Positive,love high interest rate give would perfect connected account removed renamed
Positive,nice app easy quick use good experience atom bank far
Positive,really easy use app open saving account recommended use atom accountant happy
Positive,easy set account atom good competitive rate manageable online mobile app
Positive,not take long fast efficient simple platform happy everything thanks
Positive,great easy setup best rate around safe
Positive,good rate interest quick easy set new saving account especially already account
Positive,excellent saving account easy set excellent customer service well thanks
Positive,atom offered good rate interest opening simple nothing not like
Positive,extremely quick easy set account atom keep date information really need know saving app simple use usually rubbish stuff competitive interest rate
Positive,far good account quick set app incredibly intuitive already recommended atom family member
Positive,pain free access open account even expected security app logical intuitive fair interest rate
Positive,quick easy straightforward process could set complete issue
Positive,easy set app clear easy use
Positive,recommended best interest rate time saving
Positive,keen move saving higher interest bank atom look job upto good easy open easy use account not matured yet look promising
Neutral,face identification nightmare not fingerprint
Positive,incredibly easy set great rate fscs protection recommended atom everyone know cash saving account
Positive,third time bond atom easy interest rate good also instant saver give realistic interest easy access via dedicated account
Positive,straightforward hassle free experience opening saving account atom bank far good saying go
Positive,easy open account
Positive,straight forward follow set app simple read info need
Positive,year easy use good interest rate withdrawal sent back main bank account security wise trustworthy
Positive,brilliant bank great saving rate easily recommend everyone
Positive,app really easy use setup account minute good interest rate easy transfer money current account
Positive,really easy open new saving account transfer fund everything clear easy follow security aspect app worked well feel secure look forward getting interest month thanks
Positive,account really easy app brilliant show transfer money account
Positive,app easy use interest rate appear reasonably competitive set pretty straight forward
Positive,really easy set account comms plain english always bonus
Positive,opening account app quick easy much better online account brilliant brilliant
Positive,easy set open new account good interest rate
Positive,really easy open good rate nice app
Positive,fabulously simple feel secure
Positive,straight forward quick process set communication afterwards
Positive,excellent transparent easy use app service plus great interest rate not like
Positive,app make easy straightforward open manage account plus saving rate competitive best available
Positive,account really easy setup user friendly interface
Positive,bank clearest website ever navigated not finance area precisely differentiates organisation excellent development clearly designed assist reassure thing normally make online banking poor cousin face face approach
Positive,opened saver account straight forward everything clear explained well
Positive,easy set lot useful information great communication
Positive,competitive saving rate month fix extremely easy use app
Positive,extremely easy secure open saving account fund happy product service
Positive,somebody never writes review feel must atom opened account within minute absolute breeze probably boat many leaving review left money bank many year earning next nothing easy pleasurable experience app many thanks
Positive,initial recomendation martin lewis east set biometrics fidly setup eventually thing tried transfer money credit union declined due accepting faster payment send update fixed saver every day till close money getin declined not get money benefit fixed saver credit union kept calling saying atom not accept bacs payment wait six month still happy setup
Positive,easy open bank account transfer money
Positive,opening funding atom fixed rate saving account absolute joy experience expect every time open account rarely get would far say best experience ever easy open set security app intuitive well done atom great job
Negative,tried open fixed term account atom bank today impressed one year fixed term account featured martin lewis money tell take minute fact spent almost hour mainly biometric scan many restarts managed input required data stroke away joining happy bank fall last hurdle failed not prison record come back afghanistan not turned weapon could not identify detail provided year old lived address put engaged chat line could not help said either address not recognised name possibly could not traced credit score either way not going let open account glad not continue reason line query not return money contact faceless online chat bot could not help basic problem would big doo seems not person problem credit score not required credit past twenty odd year effect credit score not chat bot not put someone could add insult injury smiley face waved goodbye see later not investing large sum money trust service essential
Negative,not move exisiting saving new rate fixed saving scheme not favour saving account
Positive,easy setup account accessible
Negative,tried open saving account atom abandoned biometric set not work starting ipad mobile went elsewhere
Positive,easy setup account great interest rate fixed saving account offer month fixed rate app seems secure vet simple use
Positive,online app easy navigate process fast text let know money received reassuring
Positive,set account atom bank made easy
Positive,easy open account atom everything quick transfer fund made showed immediately app good easy use
Positive,easy set not wait
Positive,easy access straightforward application process easy understand option available good rate interest compared others
Negative,tried apply instant access account atom system could not identify provision manual verification complete waste time
Positive,already app phone previous easy pie take new investment
Positive,easy set saving account also like month fixed term available
Positive,easu set felt simple transfer fund normal current account current account another bank
Positive,easy set manage online
Positive,easy manage saving account good rate good communication atom
Positive,extremely easy open account app seems work best interest could find time far higher pittance bank offering
Positive,atom easy deal far opening account quite simple usual check like say proof address etc interest rate day writing review part fcs app easy set use keep simple even not tec savvy not really written review ever tried make withdrawal say easy advice always due diligence check want put saving used martin lewis money saving expert site along obviously google trustpilot review
Positive,easy set
Positive,painless set decent rate interest used would recommend
Positive,account easy open iphone investor interest rate
Positive,quick easy solid easy access rate interest
Positive,excellent bank app great
Negative,simply not transfer money form account atompointless
Positive,easy open easy chat human really good experience opened isa someone else painful would not think would hard deposit money someone thanks atom future banking
Positive,impressed service say nervous online large amount money feeling confident happy easy use evident thank dawn
Positive,security good choice three option app clearly laid
Positive,easy set provides instant withdraw fund current rate competitive
Positive,ease application easy navigate interest rate preferred saving account
Positive,easy open account online linking bank account
Positive,straight forward set account kept updated throughout process
Positive,easy open account competitive rate good useful app transfer overall good experience
Positive,easy process set straight forward
Positive,problem setting online transferring fund simple highly recommended
Positive,easy apply great rate quality mobile banking app
Positive,really easy set online saving account fab market beating interest rate
Positive,fairly easily opened saver account waiting fund interest rate competitive much looking forward making first deposit
Positive,easy use app clear detail interest
Positive,really easy open fixed rate saving account atom thanks martin lewis recommendation website
Positive,app easy use user friendly instant access saving rate also one best around moment
Positive,opened new account atom easy want account
Positive,really easy open account app straightforward use
Positive,really easy set transferred halifax easy access atom easy access time extra year atom
Positive,simple easy use app easy work way around bank pure digital wich allows everything online also give current highest easy access account
Positive,easy set link account personnel martin lewis wait interest
Positive,simple open account transfer fund across could not simpler opened many bank deposit account year pleasantly surprised easy open atom account atom phone app user friendly
Positive,easy open saving account minute excellent interest rate fixed term saving
Positive,easy download app open account easy fund get using user friendly even give good interest rate well pleased
Positive,far goodsimple set upsimple useall great customer service
Positive,good easy use website good interest rate
Positive,atom bank quite straightforward set use one sticking point not transfer within atom pretty good
Positive,really easy use app opening account simple easy straightforward impressed already sent link friend family keep
Positive,simple use problem found not transfer money easy access account fixed interest account move money easy access account back external bank account transfer fixed interest account
Positive,simple follow app clear understand easy contact phone everyone spoke helpful
Positive,far good really easy open account app seems work perfectly
Positive,easy set transfer money account
Positive,easy register easy use great round experience best banking app use
Positive,easy app use excellent month interest rate
Positive,simple straightforward set account accessible straightforward language like different mean accessing account securely
Positive,super easy use app great saving rate
Positive,easy set competitive rate
Positive,took saving account atom competetive rate interest app work well phone securr easy move money account
Positive,decided move saving atom hearing good Positive feedback not great amount not happy current bank measly interest rate decided something different easy set mobile transfer money also put small amount fixed rate really pleased see interest receive month one month interest full month interest bank happy atom highly recommend
Positive,easy open fixed saver account liked getting reminder message making deposit account certain date highly recommend
Positive,easy process aspect setting adding withdrawal communication Positive experience
Positive,easy apply window add fund fixed product make total sense
Positive,could not easier set account
Positive,nervous putting saving somewhere never heard could not transfer simple instructionsi given star opening account adding fund let hope another star come withdraw money
Positive,app easy setup security breeze logging transactional display nice clear love notification indicating interest paid easy access interest amount definitely lovely use would highly recommend everyone
Positive,easy use app easy set account good interest rate
Positive,excellent app easy use plus really good interest rate
Positive,easy simple stepa
Positive,far good easy account open navigate around security issue hsbc account trying transfer atom bank security check good
Positive,easy website app
Positive,absolutely brilliant user experience easy use great rate star
Positive,easy set use top rate easy access account
Positive,opened account advice martin lewis money saving expert high intetest rate locked away saving year easy open ally detail app phone
Positive,compared many saving account pleasure find one not make logging curse minute add money account thank
Positive,smooth easy simple process open account good customer service review comforting decent interest rate
Positive,identified martin lewis good interest rate company easy set account manage safely nominated bank account make happy people not clear account
