Name,Rating,Review Title,Review Text
nicola gouldbourn,5,easy to transfer money and move thanks x,
Seamus McIlroy,5,Excellent Service,Great rates. The app is really easy to use. Communication is clear and relevant.
Shalil Shah,5,"Simple, quick and easy to navigate",
S wayman,5,Atom bank excellent Setting up the account was simple and…,Setting up the account was simple and straightforward as was transferring the funds the app is simple to use
Chris Curson,5,Sign up was easy,Sign up was easy. Interest rate was good enough and app works first time every time
JulesB,5,It was all very straightforward,It was all very straightforward. I opened a new fixed term savings account found the process very easy.  Communication was good. Everything happened very promptly.
Mrs NOLA EDWARDS,5,Banking made enjoyable.,Finance can be at times difficult to deal with but this was the simplest thing ever. Great interest which was the initial attraction followed by smooth clear opening instructions. Love the app too.
Mrs Eden,5,It was really easy to open the account,It was really easy to open the account. A straightforward process.
Gary Finnigan,5,Very quick great App bank  transactions and easy to…,Very quick transactions and easy to understand instructions
Pat Murphy,5,Easy online application process,
Anthony Bolton,5,Easy to start the fixed bond account.,
Catherine Meredith-waite,5,Ease of account opening,
Mrs K Robson Jervois,5,Very easy to open the account that I…,Very easy to open the account that I wanted
Mr Alan Clark,5,"App is excellent, easy to use and very secure. The information is well set out, easy tould recommend Atom Bank.","App is excellent, easy to use and very secure.  The information is well set out, easy to comprehend and the interest rates are very good. I would recommend Atom Bank."
Dr R J Dave,5,My experience,Easy and convenient.
Carol Evans,5,Great interest rates on fixed savers.,Atom offers excellent interest rates on fixed saver accounts. The option of a six month saver or 1 year saver suited my needs perfectly as I didn't want to tie up all my money for the longer term. The app is so easy to use and transferring funds was simple to do. I would definitely recommend.
Tom Kelly,5,Easy to set up and use,
Raymond Quinn,5,Very easy process to open the account,Very easy process to open the account. Impressive array of security features. Competitive interest rate
Greenstamp,5,Simplicity of app.,Simplicity of app. made opening account smooth.
ANN GRAINGER,5,We found the website easy to use,
Notley John,5,Easy to set up,Easy to set up. Easy to transfer funds. Good contact reminders for depositing funds.
Mark Petty,5,I have used Atom before and found very…,I have used Atom before and found very easy to use the app.
Mr Henderson,5,Setting up an account with Atom is very simple / user friendly.,Setting up an account with Atom is very straight forward and user friendly. Savings rates are market competitive and are responsive to changes in the market. Very user friendly.
Michael Robinson,5,Great interest rate,
Gary Usher,5,Savings account setup,"Atom Bank have been very easy to deal with. They are quick, straightforward and very helpful when answering queries."
john reading,5,Great experience,Great experience. It was so easy to set up my account online. The app was very easy to use and the Atom product line is very competitive. If only all accounts were this easy to set up.
Christine Gaskell,5,Tryst Aton Very quick and easy to set up the app…,Very quick and easy to set up the app is straightforward and the rates are very good
Mrs Thurstan,4,Instant Access Saving Account,Ease of opening an account on line.
alan leiper,5,My 4 years with Atom accounts!use Atom website,"Easy to use Atom website! User friendly, simple, but contains all necessary info to manage account.Face recognition makes log in easier, with having to remember passwordsAlways competitive interest rates offered.Very easy to transfer money into and out of Atom accountOverall very happy with Atom and have held several Atom accounts over last 4 years."
Sue from Manchester,4,So easy to set up,"So easy to set up. I wasn't able to transfer funds from an existing Atom account (an easy access a/c) into the new saving a/c which was very surprising & a little frustrating, however, it was quick & easy to transfer the funds from my (non Atom) nominated a/c."
Stephen Thean,5,Really well designed websit,"Really well designed website and opening an account, transferring money was straightforward and offering some of the best rates on fixed deposits.You have 3 ways of logging in:PasscodeFace recognition Voice Id"
Gareth Hughes  Hughes,5,effortless set up for account,"effortless set up for account, great communication"
E A Hales,5,Highly recommend 👍,"It’s easyIt’s clearly explainedNow in my third year of investing and excellent service, reliable, trustworthy and any time I’ve needed help it’s been quick & easy to get answers"
Gillian Adam,5,Great new bank.,Very straightforward and easy to use. Opened my two new Atom bank accounts within 24 hours. Call centre answered quickly with no waiting time.Delighted with the service and range of products available and support.
john,5,Excellent interest rate plus easy to us…,Excellent interest rate plus easy to us App
Mr John Tissington,5,I like these people…..,I like these people…..Very good app very simple to follow Lots of warnings about maturity and easy to reinvest
Chris,5,Easy to use,"Easy to use, good savings rates what’s not to like!"
Gaynor,5,Good App Competitive rates,Easy to use App. Easy to open new accounts. Competitive interest rates.
Mari Yasuda,4,Good interest rate and simply apply.,
Brian Small,4,Very straightforward process to open my…,Very straightforward process to open my account with Atom. I look forward to a continued positive experience as a customer.
Richard Simms,5,Great savings rates,"Great savings rates, easy to set up on the app with good security features. Good communication, I have recommended to others with confidence."
Julie,5,Quick Simple Efficient,Very simple and quick to open account. Great app
Gerald Downes,5,Introduction to Atom,"FSCS authorised with all registration and application taking place through the Atom app. Product selection is simple, clear and straightforward."
Anonymous,5,Quick easy and great rate,
Customers john roberts,5,Clear and easy internet based banking…,"Clear and easy internet based banking coup,Ed with competitive rates- traditional banks should take note"
Kev,5,Great service,Great service. Great rates and very user friendly.
Mr Taylor,5,Followed atom via Martin Lewis web site…,"Followed atom via Martin Lewis web site and decided to take a punt.Read reviews,for me the right choice albeit things are very fluid right now but am happy with atom as my choice.Easy to set up, good security."
Mr William Lomas,5,Nice and easy,
Mr David Christie,5,Product competitive,Product competitive Opening the account was simple and quick
Mr Stephen Coray,5,Very easy to set up account,"Very easy to set up account, great interest rates, great customer support."
Xoi Ly,4,Brilliant,"Brilliant, does what it says on the tin😊"
Mr Brian Matthews,5,Great App. Easy to setup and create accounts transfer money.,Very good. New savings account set up and money transferred quickly and easily.
Deborah Licence,5,Seamless transaction,"Seamless transaction, fantastic app, always works well"
Mr Steven Garner,5,Very easy to do,"Very easy to do, tops rates."
BUB BURMAN,5,"Great,safe place for your money","Great products, very competitive interest rates in the current climate. Easy to use app and registration. Very secure system with multiple ID availability. Great place for my money!!!!!"
Joan,5,This bank has their branch on the internet,This bank has their branch on the internet but you can visit it and they have much better rates because they put their profits in your pocket easy to join and your money is so secure they have such good checks on you that nobody can get your money I am older and I can use it easily just like a local branch your savings will grow as you earn more interest try it it is easy to join good luck
Paul Shakespeare,5,Excellent service,"Excellent service, easy to use."
CLIVE KEMPSTER,5,10 out of 10,Easy and straightforward account application. Well designed app 👏
Kirsty Brown,5,Easy and simple to use and lots of…,Easy and simple to use and lots of options to choose from
Kacsipalk,5,One of the better online accounts,Easy to use online account--very responsive
Paul Garvey,4,Super easy to set up,Super easy to set upWell done atom
rebecca smith,5,Atom Bank - what a joy!,Very pleased with my accounts with Atom. Incredibly easy to open and all online. Great interest rates. Very happy.
Valerie Russell,5,Easiest banking app ever,This the second time I have used Atom. The app makes it very easy to access my account & everything is explained simply & clearly.
Shirley,5,Good home for  savings.,I have had several savings accounts with Atom. It's very easy to keep an eye on the account. Very easy to use the app. And the interest rates are competitive. What more can I add
MR DILIPKUMAR SHAH,3,Ato bank should specify at the outset…,"Ato bank should specify at the outset limits of money you can invest in saver and fixed accounts. Strange, once you reach limits you still get reminders to invest before closing date."
Mike Adams,5,More than happy.,"So easy to set up, good rates for a 1 year fixed bond, hopefully I'll always remain a customer."
khaled Ehyaii,5,It was new experience opening account…,It was new experience opening account with atom bank everything was straight forward very simple and professional website trouble free recommended
Tony,5,Excellent,Excellent! Very pleased
Paul,5,Great service provided by Atom Bank,Great service provided by Atom Bank. The App is so easy to use. Highly recommended.
Mr Russell,1,WARNING,"WARNING: atom bank has no cooling off period as required by UK laws distance selling regulations. Once you have deposited money into the account it's stuck there for the duration. Usually, there is a 14 day cooling off period, in fact I thought this was a legal requirement in the UK. Somehow, Atom have got around this. I had a dire change of circumstances four days after opening my account and applied to close my account only to be told that I can't. If they can get around this UK legal requirement I worry what other things they are or aren't doing?"
peter bailey,5,Great Bank,I have dealt with Atom over previous years. They have proved to be extremely professional  and very helpful. The web site is very easy to navigate though and gives you all the information regarding your account. I would defiantly recommend this Bank.
gillian,5,Feedback,I have found your App easy to use. I was able to carry out the changes to my account without any problems.I did ring up prior to do making the changes just to clarify one or two things and the lady I spoke to on the phone was very pleasant and extremely helpful.
Robert Huddlestone,5,Renewal of maturing fixed saver bond,Atom Bank were excellent in keeping me informed of my maturing fixed saver bond. The process using their app to renew the bond was a simple process and it outlined the differing rates for the various periods on offer.
Rocky2013,5,Very good bank,
Esther M,5,Account set up took seconds.,"Account set up took seconds.It was simple and completed entirely on the App. All the information is easy to find, a very quick way to start saving."
Lindsey,5,I’m not very technical…,I’m not very technical but I found opening a savings account very easy and quick using the app. A good experience.
James H,4,Easy to sign up and open,"Easy to sign up and open. The only issue I had was getting facial recognition to work, but as there are other ways to log in, this is an extremely minor point. Thoroughly recommend."
Tilly,5,I love Atom,I love Atom. Easy to use App. Easy to set up account and always one of the top interest rates.
Chris Mobile,5,Easy and supportive,Easy and supportive. However it's early days so will add to this in the future.
Michelle king,5,Excellent experience,"The opening of my new account was simple and straight forward and very secure.I had to call them a few days later and that was excellent ,the  phone was  answered quickly and a very helpful English lady sorted my problem out immediately ."
Michael Maguire,5,User friendly app,I am not a techie so was pleasantly surprised how easy it was to open an account using the bank's app including the use of my smartphone camera for identification purposes.
Elizabeth Taylor,5,Very straightforward to open,"Very straightforward to open, love the APP."
Penny Hinton,5,Really simple and fast process to set…,Really simple and fast process to set everything up on the App
Claire,5,Great online platform,Great online platform. So easy to use. Account open in minutes and gentle reminders for depositing window sent.100% recommend Atom.Thank you.
Elaine Evans,5,I use Atom with confidence,"Really easy to use App, explains everything step by step and I deposited money with confidence.Atom was recommended by my husband who also is a big fan.Most importantly, they have really good savings rate which is after all what its all about."
"Richard, London SE",5,Great rates: user friendly app.,"Been using Atom for three years - every time I have a little lump sum I open another bond. Rates always competitive, often top of the leader board - and the process is so easy. App clear and simple to use - love the option to use face or voice recognition as alternative to password or pin. Excellent experience. Recommended."
EM,4,Good banking app,"Good banking app, interest rates and easy to open accounts. However, cannot transfer from a variable account to a fixed account in the app and have to transfer out to another bank account to transfer it back in again!"
Anna,5,Easy process to transfer money and open…,Easy process to transfer money and open savings account. Equally easy to transfer money at end of term back to current account. Simple straightforward App
Sylvia Heather,5,Simple and very easy to use,
Anonymous,5,App is really good,"App is really good. Slick interface and the level of security they want on your device is reassuring. Really easy to open accounts, overall would be happy to recommend"
Collin Jones,5,Very good and efficient service,
Bruce Barnard,5,Quick and Easy,Quick and easy to apply and get an account. Easy to operate. Competitive rates too.
Claire Kemp,5,Opened a savings account with ease,
Mr alex napier,4,misleading online form meant i had to…,misleading online form meant i had to telephone n advisor twice to complete it
Mr T Palin,5,Everything went well with no problems…,Everything went well with no problems at all.
Lisa Iles,5,New Account,"Found it very easy to set up the new account, transfer money  & view all activity via the app.Customer service was excellent, almost instant response, really helpful & informative."
Andrew Cockroft,4,Great service,"Great service, user friendly app"
Jo,5,Yes I really like this bank and their…,"Yes I really like this bank and their app. I found it was easy to set up from the beginning and much easier to check. I did wanted to speak with a staff, I got through ok and they were helpful. So far, I am impressed as we are always moving around and constantly  looking for something that does not need too much think ing how it works. It’s all good!"
Frank Nemeth,5,An easy account to set up,
Pauline Lambell,5,Easy transfer of my existing account,
Mr Stephen Lent,5,App Saving account,Opened saving account via app. Very easy to use and great rate.
David H,5,"Brilliant App, great products","I’ve been banking with Atom for a few years. Their App is excellent, easy to use, everything in one place.They also keep up with interest rates, so in the current climate products are updated regularly unlike other banks who don’t tend to pass on or update their rates regularly. Also an easy process to apply for an account in their App."
Gerald Cosgrove,5,Atom app works with no issues and…,Atom app works with no issues and setting up my one year savings bond was trouble free thanks to the seven day period allowed to top up account before fixed rate period ended. I like the idea of an app only bank paying an attractive rate rather than the high street alternatives.
CJG,5,Positive experience,"Have been using Atom Bank for a few years now and am continuing to do so. My one contact with customer service was  brief. The lady was polite and helpful and the problem was resolved the same day. Last week it took a few seconds to apply for a new fixed rate product and my savings were visible within minutes together with future interest value. Providing that the rates are competitive, I will continue to use them."
alan dumican,5,Took the plunge,"Did a bit of homework on this bank, and was impressed by the reviews both by members of the public and financial bodies. Plus every little bit of interest you can earn on your savings is vital to most people"
Colleen Quinn,5,Easiest savings account I have opened,
John Cheney,5,Atom Fixed Rate Bond,Good website. Easy to navigate and a straightforward investment experience.
Penny Chadburn,4,Good app.,Good app. Easy to log in. Excellent communication. Good service.
David Reid,3,Great interest rates and an app that…,Great interest rates and an app that generally works well but lacks inter app transfers that some other baks provide.
Christine,5,Easy to open account and administer,
Andrew MacKintosh,5,Very good online account.easy to follow…,Very good online account.easy to follow and good layers of security.
Mrs Stack,5,I have been with Atom bank for over 10…,"I have been with Atom bank for over 10 years and never had any problems, always one of the best interest rates around. When their instant access says instant that’s what it means the money is in your nominated account straight away no waiting till next day or over the weekend to the next working day!100% recommended."
Carla,5,Competitive interest rates,"Competitive interest rates, easy and simple to use app quick process to open an account."
Huw Warner,5,Just reinvested with Atom,"Just reinvested with Atom, easy to use app, good back up service and excellent interest rate, everything I need"
Cammy,5,Easy to manage,Had an account that was due to end in-terms of fixed rate. Easy access to find new rates on offer which happened to be one of the best around at the time so went for that. Easy seamless process. This will be my third account with Atom. I have previously moved my money and this happened within expected timescale so no issues there either
customer Derek Nevill,4,Very easy,Very easy. No problems.
Mr kenneth mckenzie,4,So far so good,So far so good. Minor issues getting initial site access (site down?) But once in all went OK. Irritated by multiple reminders to deposit funds even after funds had already been deposited.
customer,5,East banking,"Really great. I opened an account with Atom really quickly. Felt a bit odd doing the voice check, but... the account was really fast to open and I could use it straight away. Rates are pretty good to. I've used the app and its really simple. Love this. ❤️❤️"
Tina,5,Cool bank really easy to use,
Chris,5,Easy to use app,"Easy to use app, good interest rates. Recommended!"
Wendy Workman,5,Atom easy access and fixed term accounts. Easy to access,Easy to access. Easy to operate the app. Good security. Good interest rates
FatBoySlim,5,Highly Recommend,"Have had savings accounts with Atom since they first began. Due to my positive experiences with them ie. clear, easy to set up account, feel secure and confident about their security measures & good competitive interest rates - I have continued to have both Easy Access and Savings Accounts with them ever since. I have recommended Atom to Family and Friends."
Giz555,5,Great Experience,Very easy to set up and useGood rates of Interest
Jon,5,Very easy to set up with great interest…,Very easy to set up with great interest rates
Vikki Tyrie,5,Love the app so easy to use,Love the app so easy to use. Wouldn’t go anywhere else
D C,5,Brilliant system,"Brilliant system, so easy to use and access the data through the simple App"
Mr Miller,5,Very easy to use,"Very easy to use, good rates as well......"
Geraldine Reid,5,Very easy to open new account,
Claire,5,Very simple to open an app account and…,"Very simple to open an app account and transfer money in, only took 10mins and no need to search for or provide endless information."
PAULINE,5,Good rate and straightforward,Opening the account was straightforward. Good interest rate. App seems easy to use.
Suzanne B,5,Easy to open and manage my new savings…,Easy to open and manage my new savings account.  Great rate of interest. Good commications and decent app
Amanda Owen,5,So far so good,Simple to set up and very good interest rates.
Mr Crawford,5,savings account with…,Opened a fixed savings account with Atom using the Apple app. Was easy to set up and very happy with the interest rate.
Mr Julian Barber,5,Good interest rate from a flexible and easy to access savings account,Good interest rate from a flexible savings account that was so easy to set up due to the very intuitive and logical App. I have transferred money in and out and it’s a breeze to use with three different and optional methods of accessing the account - 6 digit code or Face ID or Voice ID. What could be simpler.
Customer,5,So simple to use but brilliant products,
Camfresco,4,Easy peacy banking app with no fuss…,Easy peacy banking app with no fuss however I did need to get a Credit Karma account in order to be verified by the bank
John,5,Easily best online bank.,"Easy to use app, very secure. Best rates of interest , that’s what makes Atom bank a consistently excellent experience."
Justyna,5,Leaving accounts,"Easy, quick and no wait when you call"
Sarah Marchant,5,Happy savings,"Just so easy, simple app which it easy to navigate. Quick confirmation of transfer of money, which means less stress waiting around.I would like to see a ISA on offer as soon if interest rates continue to rise I will need one."
Gareth Jasper,5,Very easy and straight forward to set…,Very easy and straight forward to set up. Wish I'd waited a couple of weeks though as the rate has gone up again. Would recommend and use again
Guthrie,5,So far so good,
David,4,Smooth process opening a new fixed term…,Smooth process opening a new fixed term savings account. But ideally would like a direct transfer between my easy savings account and the new account.
Emma,5,Easy to use,"Easy to use, have been a customer of Atom bank before"
Angela Smith,5,New savings account,Simple online processNo issues
Customer,5,A fab banking choice,"Have been with Atom for a good few years now & love it. It's quick & easy to use and very user friendly. When I've had to call the staff have always been polite, courteous & lovely."
Peter Barnes,4,easy straight forward access and…,"easy straight forward access and opening savings account using tge atom app. good messaging to remind of deadline to top up account. very happy, second time using atom savings account!"
customer,5,Best rates…Not easy to set up face recognition but…,Not easy to set up face recognition but good level of security.Best in field interest rates.
Mark Rogers,5,Easy to use,"Easy to use, higher saving rates 👍👍👍"
HK,5,Very simple app to use and quick to set…,Very simple app to use and quick to set up new account. The security is excellent with 3 options to access the account. I would definitely recommend Atom to anyone wishing to use an app for banking.
customer,5,Simple banking,"Opened the account with ease, fuss free accounting"
Timothy Knox Howell,5,East to set up no hassle.,
David Hodgson,5,Account 3,"My wife & I have two further accounts, Atoms browser information help and encourage me to open a third account.One to one chats with their support team finalised my final decision re duration and the type of account to suite my needs"
Rebecca R,5,Simple to set up,"Simple to set up. The app has three ways to login/verify - including 2 biometric. And the app is really clear and straightforward to use. The interest rates currently offered are really competitive. I’ve only just opened my account, so I can’t say anything about it long term yet/the process of getting money out again. But if it is anything like setting it up it should be really smooth and instantaneous."
roy dykes,4,Great app.,Great app. Easy to use and looks to be better than others. Unfortunately the competition are raising interest rates
Samantha Jones,4,Opened a 1yr fixed savings,"Opened a 1yr fixed savings, great service …apart from not been able to move money from account to new account."
Mrs  Hall,5,Very easy to apply,
J Hipkin.,4,This is my third account with Atom.,"This is my third account with Atom.Easy to log, communication is good.Highly recommend."
Mrs Clark,5,I have had savings accounts with Atom…,I have had savings accounts with Atom over many years. They were easy to apply for and set up. Never had any problems. This is obviously what you need from a bank.
JT,5,Couldn’t have been simpler to set up…,"Couldn’t have been simpler to set up the account.  Very straightforward, quick and intuitive.  Competitive interest rate too"
Anthony Corbett,5,I found it easy to open the account on…,I found it easy to open the account on line and all stages to investment were straightforward and fuss free
John Hutchinson,5,Very easy to use,"Very easy to use, everything works as it should."
P R,5,Atom = Brilliant,"Atom are a reliable, efficient and rapid company. My experience using their services has been easy and straightforward. I'd recommend them I a heartbeat."
Donald MacLeod,5,Easy to set Brilliant,Easy to set upWould always recommend this bank to ALL my friends
Andy harding,5,Brilliant,"Simple to use app, great interest rates and email notifications. Love it. 😀"
J Chard,5,Atom offers competitive rates…,"Atom offers competitive rates and its website is user friendly so is easy to use.  I particularly like that there is no bureaucracy, enabling customers like me to access account information and peruse new products"
sue waters,5,Highly recommend Atom Bank,"Super easy to open an account.  I had a bit of a hiccup transferring funds, and the online chat team were great and resolved the problem in minutes.Great savings rate on offer. The app makes it so easy to access to see current balance.  Highly recommend"
Jon,5,Easy to use,"Easy to use, easy to transfer money into and out of I’ve only used there savings accounts as have no need for loans but would recommend for all there businesses in today’s markets."
Abdool Bundhun,4,It’s the 1st time I have invested via…,It’s the 1st time I have invested via Atom bank and it was easy to set up and invest
John Fields,5,I think that your banking system is…first class,"I think that your banking system is first class. As I am old, and house bound, I rely on my Tablet and the Internet for the majority of my needs, so banking with you is a big asset. Quick, efficient and very little paper crap to deal with."
Helen B-T,5,Excellent,"Excellent, intuitive app. Great range of products and all the necessary info (how much interest will I earn over x time etc) to make it easy to choose the right one. I now have about 3 different accounts with Atom!"
Paul Stewart,5,Easy to use,"Easy to use, product clearly explained, first class"
Peter Haynes,5,At last sensible banking   In an endeavor to take advantage of the…,In an endeavor to take advantage of the improvement in interest rates I opened accounts with several companies.  None of them compared with Atom. Brilliant App. Super speedy service. These people are a fantastic example of what a thoroughly modern on line banking service should be like and I’d recommend them to anyone.
A.A.,5,Simple and clear process,"Simple and clear process. Literally sitting in my bed on Sunday evening with my iPhone, opened an account within minutes and transferred some money from current account into savings. Job done, and the savings are under FSCS protection, with an interest rate that seems to be amongst the most competitive in the market for a flexible account."
Mr Mark Burrows,5,Easy to open savings account with good…,Easy to open savings account with good rate of interest.
GRAHAM KNIGHT,4,easy to use & apply,"easy to use & apply, set up"
Giuseppe Altieri,5,very easy and clear app to use and…,very easy and clear app to use and excellent interest rate offered with my new fixed rate account.
KenB,5,Very easy to open accounts with app,Very easy to open accounts using the app. Great way of saving and great rates!
Lee Tyrie,5,Painless process with a great app to…,Painless process with a great app to help you all the way.
Sharon Mcdowall,5,Easy to use the app …,"Easy to  use the app would recommend to anybody, did it all on my phone, easy to understand."
Mr Andrew Curtis-Haigh,5,Easy to set up,"Easy to set up, hassle free app"
ANDREW MOTTRAM,5,Really easy to set up,Really easy to set up. Good communication.   Intrest rate is also good.
Wendy C,5,Really easy to open and operate…,Really easy to open and operate accounts via app. Competitive rates of interest.
Michael Jacobs,5,Earn on your savings,"As a pensioner,I’ve structured my savings for monthly income.Where possible I lock in for 12 months fixed savings at the same time keeping a safe balance in Instant Access.I prefer monthly interest to help pay the bills.Even as a pensioner I find the App very easy to use .It’s very reassuring to know how much monthly interest you’ll receive on the Fixed Interest Schedule.I find that the App is very saver friendly."
Dhiraj,5,Found the apo and account easy to…,Found the apo and account easy to open.At the time of opening the account found very competitive interest rates with this bank. Easy to manage the app and account on your phone.
Julie Lidstone,5,Fixed saver,The fixed saver account was very easy to set up and Atom kept me updated every step of the way.
Lesley Cole,5,Absolutely amazing service,"Absolutely amazing service. I used “chat” and “spoke” to a member of staff. I was having difficulty setting up a new account, my problem, not Atom’s. The staff member was so patient with me and was able to talk me through the process. I would highly recommend Atom. Interest rates are very good and staff are excellent to deal with."
Annette Young,5,Easy process to apply / open a Fixed Saver Account,"Easy processes to apply / open a Fixed Saver Account and the App is user friendly. No issues to date, a happy Saver!"
Noel Johnson,5,Great bank,I've had accounts with Atom for a while. Always found the rates competitive. Opening and managing the accounts is easy. The app is very good. Just opened another fixed saver which only took minutes to complete. Very happy with this bank.
Dave,5,I downloaded the App,"I downloaded the App. Followed the step by step instructions and my account was open. They only possible improvement would be to be able to verify the account when I sent my first deposit. So I just sent £1, which worked. Easy!"
Ash,5,Simple to use and easy to understand.,
Katie Stone,5,Very quick to set up easy to set up an and navigate,Really easy to set up an and navigate
MIS KAREN BASKEYFIELD,5,Absolutely brilliant so easy to use.,Absolutely brilliant so easy to use.. secure .. knowing you are investing your money with a better outcome
Brian Withers,5,I had a 1year savings account that…,I had a 1year savings account that matured.I logged in and transferred it to a new 1year saving.it took less than 5minutes and good interest rate .
customer,5,So easy,"So simple to set up,Good interest rate.App is easy to use"
Helen Brown,5,Just opened my new fixed rate saver and…,Just opened my new fixed rate saver and I’m so glad I did the rate was extremely competitive and the process was so easy…looking forward to my return
A Eren,5,Easy and fast,"Easy and fast, even for me! So far so good.  Keep up the good work."
john syrett,5,Simple to open account,
Maureen Mcmillan,5,"Great Bank Very Easy to Use,You can see…","Great Bank Very Easy to Use,You can see how much interest you’ll get in the Future,"
Jonathan Morgan,5,Atom investment,Really easy to use and invest in. Good return for the money.
Richard,5,savings event…,Heard of the particular savings event following instructions which was very clear.
Nino Athanasiou,5,Very easy to open a new account with a…,Very easy to open a new account with a good rate
Mark Cummins,5,Very easy to setup and to manage the…,Very easy to setup and to manage the account
Stuart Turner,2,Really easy to set up and load money…,"Really easy to set up and load money but ATOM do not require staff to process this as all computerised, but given one star as ever since I opened the account and log on a message appears indicating that you are so busy to answer the phones or the lines are down ! Which indicates to me you do not have enough staff and if I do need to speak with you then I have little chance of this."
Jacqueline Britch,5,Good interest rates,Good rate of interest account easy to open
Neil58,5,Norman,Very easy to use the online system.Well thought out by the team at Atom
David,5,Recommended by Martin Lewis for best…,Recommended by Martin Lewis for best fixed savings rate we opened an account. Downloaded the Atom app and was easy to setup. Felt secure and happily transferred money from my NatWest account. Excellent choice!
Sheila Feates,5,Good all around experience,Good all around experience. Easy to use App
Martin Hood,5,Accounts set up in minutes,Accounts set up in minutes.  The app is so easy to use. Fantastic
Olive Duck,5,So easy to open an account,So easy to open an account. Very competitive rates & the app is very easy to use. Would highly recommend
David Kemp,5,Opening account very easy,Opening account very easy. Money moves quickly. However interest rates have changed so I have moved my money out.
Mr T Powell,5,Easy process,
Dorothy Lumsdon,5,Easy and hassle free to open an account…,Easy and hassle free to open an account with this bank .Have opened two fixed rate accounts recently with good interest rates  Have also used Atom previously for savings accounts .Certainly have no hesitation in  using them again .
Clifford,5,easy account to open and transfer funds…,easy account to open and transfer funds into.
Davina Hardie,4,It was disappointing that I couldn’t…,It was disappointing that I couldn’t transfer directly from my instant saver atom account direct to a savings account. Going through the bank and their security  took several days and many phone hours!
Mr Coormayah Dodla Bhemah,5,I was assured in choosing the…,I was assured in choosing the investments to be safe offering me a competitive rate for my savings being a pensioner i was given assistance and reassurance to be safe .
Rachel M,5,Incredibly easy to use!,
Mary,5,Atom bank is so easy to set up and…,"Atom bank is so easy to set up and manage, and the interest rates are usually some of the best, I definitely recommend this bank."
Stephen Morris,5,Easy to set up a new account,"Easy to set up a new account, fast and efficient app which helps flexibility in managing finances."
Sandra Walker,4,Really easy to open a savings account,"Really easy to open a savings account, with great interest rate. Funds transferred from other banks showed up almost immediately in my account, I will likely add more by opening another saver in due course."
Grace,5,Easy to open an online account so it…,Easy to open an online account so it could save me time.
Raj Raithatha,5,Recommend - Very easy to use as they platform works…,Very easy to use as they platform works with open banking so easy to connect your main current account to the saving account. Now that interest rate are going up it good to make some additional income on savings
Peter Brackenborough,5,Atom App,There app allows all banking activities to be completed very easily and confirmation of what you have done is emailed to you instantly
Mr Phillips,5,Easy & very competitive rates,
Meg Gill,5,Stress free saving!,Such an easy way to save! Excellent software makes the whole process easy!
customer,5,Very easy process m,Very easy process mAlso advised my daughter to do it too
gary,5,Very easy to open an account and…,Very easy to open an account and deposit money. The interest rate is set a very competitive level. Recommended.
DAVID CARNES,5,A few minutes to set up through Atom's…,"A few minutes to set up through Atom's on line App. Good 1 year fixed saver interest rate with the benefit of monthly income. Security is excellent with pin, voice and face recognition"
Tom,5,Very simple to set up account,
customer,5,Very straight forward banking and very…,"Very straight forward banking and very easy to open ,Atom send reminder when the last deposit"
David,4,"So far, so good",Very easy to open an account and move money in.I note that some reviewers have had trouble taking money back out so we'll find out in 6 months time!
Mandy Carrington,5,The Mighty Atom,"Opening a savings account was easy, and great rates."
IanB,5,Competitive rates and great service,I've previously had fixed term savings with Atom and used them again because they offer really competitive rates and are extremely easy to deal with
Murphygdog,5,Very simple to open account on the app…,Very simple to open account on the app and one of the best interest rates at the moment. This is the second time I've opened an account with them
R Clayton,4,Painless banking,"Smooth, slick, nice app interface, made it easy to open an account, and to access app etc. Would recommend based on my experience"
SHERMAN BRIGDALE,5,Really impressed with everything about…,"Really impressed with everything about Atom Bank, really easy set up . On my iPad and phone , great App have already recommended them to a few family and friends. And the interest rates are always up there with the best in the market place"
Ali Erdoğan,5,Easy to use,Easy to use well designed platform.
Mrs Ellis,5,Excellent experience all round,The Atom app was easy to set up with security etc. Great interest rates even at 6mth fix which I chose. Customer services answered the phone quickly & we’re very helpful. Excellent experience all round
Mr W,4,Been pretty good so far except was…,Been pretty good so far except was unable to add funds to a savings account. Tried to contact customer service but it closes the chat when you leave the app. Others keep it open.
customer,5,Simplicity itself,"Atom offers a simple, quick, straightforward yet secure process to choose and set up new accounts through the app with decent rates of interest.  It couldn't have been easier!"
customer,4,I found the app very easy to register…,I found the app very easy to register and then use.
Phil,5,Used Atom before and was totally happy…,"Used Atom before and was totally happy with the experience from opening savings account to maturity. Recently opened another and it was easy, Atom's style is user friendly even though all app based.Exceeded my expectations and other banks' offers."
Mrs. Janet Walker,5,"Very easy to open account,just a shame…","Very easy to open account,just a shame the interest rate has gone up just a few days after I opened it!"
GJR,5,Simple to open account with great rates…,The interest rates are very good when compared to other banks and building societies. Opening an account and transferring cash into it is remarkably straight forward. Cannot fault Atom!!
customer,5,"Savings, fixed",Dead easy to sort
Paul H Whatling,5,What's not to like,"Easy to use, best rates, given time to add money to fixed rate accounts. What's not to like."
Philip Heys,5,So far so good,"So far so good. Only just opened a 1 year fixed rate bond but so far so good. Easy and simple, clear and intuitive to deal with"
Robert Smith,5,Very easy to open the account,"Very easy to open the account, and a handy app"
